Run,Type,Target,EBeam,P_SHMS,Theta_SHMS,P_HMS,Theta_HMS,Current,PS1,PS4,PS5,HMS_Rate_(kHz),SHMS_Rate_(kHz),Coin_Rate_(kHz),Charge_(mC),Raw_HMS,Raw_SHMS,Raw_Coin,EDTM,SHMS_Hadron_Tracking,Comments
13144,HeePSing,Dummy10cm,9.867,8.035,10.735,5.202,-23.53,38.706,8,0,-1,0.03,10.874,10.874,18.286,14k,40k,40k,5k,0.997,HeePSing
13145,HeePSing,LH2,9.867,8.035,10.735,5.202,-23.53,54.19,7,0,-1,0.106,53.736,53.736,50.522,86k,659k,659k,9k,0.994,HeePSing
13146,HeePSing,LH2,9.867,8.035,13.795,5.202,-23.53,67.247,5,0,-1,0.113,15.045,15.045,45.005,75k,592k,592k,7k,0.994,HeePSing
13147,HeePSing,Dummy10cm,9.867,8.035,13.795,5.202,-23.53,38.791,5,0,-1,0.03,2.678,2.678,15.252,12k,63k,63k,4k,0.994,HeePSing
13148,HeePSing,Dummy10cm,9.867,6.538,13.305,5.202,-23.53,36.717,5,0,-1,0.03,7.59,7.59,19.558,16k,229k,229k,5k,0.998,heePSing
13149,HeePSing,LH2,9.867,6.538,13.305,5.202,-23.53,35.518,6,0,-1,0.108,37.648,37.648,69.787,126k,1226k,1226k,20k,0.996,HeePSing
13150,HeePSing,LH2,9.867,6.538,13.305,5.202,-23.53,38.289,6,0,-1,0.106,36.746,36.746,103.74,184k,1822k,1822k,27k,0.996,HeePSing
13151,HeePSing,LH2,9.867,6.538,15.655,5.202,-23.53,46.847,4,0,-1,0.108,10.863,10.863,82.387,142k,1537k,1537k,18k,0.997,HeePSing
13152,HeePSing,Dummy10cm,9.867,6.538,15.655,5.202,-23.53,33.155,4,0,-1,0.03,2.072,2.072,18.228,15k,110k,110k,6k,0.997,HeePSing
13154,HeePSing,Dummy10cm,9.867,6.538,17.79,5.202,-23.53,36.06,2,0,-1,0.03,0.669,0.669,21.896,18k,127k,127k,6k,0.998,HeePSing
13155,HeePSing,LH2,9.867,6.538,17.79,5.202,-23.53,43.252,2,0,-1,0.11,3.77,3.77,48.312,85k,921k,921k,11k,0.997,HeePSing
13156,HeePSing,LH2,9.867,6.538,17.79,5.202,-23.53,31.739,2,0,-1,0.106,3.608,3.608,30.693,56k,584k,584k,10k,0.996,HeePSing
13158,HeePSing,Dummy10cm,9.867,6.538,19.85,5.202,-23.53,38.778,0,0,-1,0.03,0.261,0.261,13.907,11k,95k,95k,4k,0.997,HeePSing
13160,HeePSing,Dummy10cm,9.867,6.265,19.05,6.328,-19.885,34.993,1,0,-1,0.041,0.428,0.428,21.375,23k,120k,120k,6k,0.998,N/A
13161,HeePSing,LH2,9.867,6.265,19.05,6.328,-19.885,14.462,1,0,-1,0.123,1.768,1.768,18.38,56k,342k,342k,13k,0.997,N/A
13162,HeePSing,LH2,9.867,6.265,19.05,6.328,-19.885,25.307,1,0,-1,0.152,2.212,2.212,54.769,151k,1010k,1010k,22k,0.997,N/A
13164,HeePCoin,LH2,9.867,5.422,23.05,5.366,-23.045,43.948,7,1,0,0.098,4.786,0.013,35.961,31k,44k,10k,8k,0.996,696
13165,HeePCoin,LH2,9.867,5.422,23.05,5.366,-23.045,41.885,7,1,0,0.103,5.011,0.013,149.403,128k,183k,43k,36k,0.995,2855 from script (I get more by hand)
13166,HeePCoin,LH2,9.867,5.422,23.05,5.366,-23.045,46.717,7,1,0,0.105,5.142,0.013,187.313,158k,230k,49k,40k,0.995,3665 Heep events from script
13167,HeePCoin,LH2,9.867,5.422,23.05,5.366,-23.045,50.567,7,1,0,0.106,5.184,0.013,93.055,78k,114k,23k,18k,0.996,1779 Heep events from script
13169,HeePCoin,Dummy10cm,9.867,5.422,23.05,5.366,-23.045,36.112,5,0,0,0.03,0.985,0.01,81.749,65k,125k,23k,23k,1,8 eep events
13170,fADC,LH2,9.867,5.422,6.995,4.437,-11.015,28.787,13,10,0,56.066,513.081,2.126,3.462,14k,16k,266k,1k,0.978,fadc mode 10
13171,Prod,LH2,9.867,5.422,6.995,4.437,-11.015,27.577,13,10,0,57.653,527.174,2.193,26,103k,118k,2005k,9k,0.978,17380
13173,Prod,LH2,9.867,5.422,6.995,4.437,-11.015,23.918,13,10,0,57.183,521.48,2.169,35.843,142k,162k,2770k,15k,0.978,24243
13174,Prod,LH2,9.867,5.422,6.995,4.437,-11.015,28.936,13,10,0,58.541,532.72,2.236,17.797,71k,80k,1383k,6k,0.978,11891
13175,Prod,LH2,9.867,5.422,6.995,4.437,-11.015,19.242,13,10,0,38.46,344.969,1.012,5.753,23k,26k,310k,3k,0.985,4213
13176,Prod,LH2,9.867,5.422,6.995,4.437,-11.015,18.153,13,10,0,39.17,350.389,1.025,48.409,194k,217k,2607k,26k,0.985,34890
13178,Prod,LH2,9.867,5.422,6.995,4.437,-11.015,20.948,13,10,0,57.991,524.842,2.204,34.735,139k,158k,2720k,16k,0.978,23606
13179,Prod,LH2,9.867,5.422,6.995,4.437,-11.015,25.573,13,10,0,58.018,524.333,2.201,34.924,140k,158k,2722k,13k,0.978,23309
13180,Prod,Dummy10cm,9.867,5.422,6.995,4.437,-11.015,35.238,12,9,0,26.685,163.368,0.354,43.287,121k,93k,412k,12k,0.991,2607 dummy
13186,Prod,LH2,9.867,5.422,8.69,4.437,-11.015,38.333,12,10,0,77.703,337.184,2.001,12.021,48k,52k,637k,3k,0.984,9078
13187,Prod,LH2,9.867,5.422,8.69,4.437,-11.015,34.238,13,11,0,77.389,334.696,1.979,65.138,131k,142k,3444k,19k,0.984,50125
13188,Prod,LH2,9.867,5.422,8.69,4.437,-11.015,36.685,13,11,0,78.419,338.409,2.008,52.29,105k,114k,2763k,14k,0.984,39874
13189,Prod,LH2,9.867,5.422,8.69,4.437,-11.015,33.717,13,11,0,77.217,332.285,1.966,53.003,107k,115k,2798k,15k,0.984,40491
13190,Prod,Dummy10cm,9.867,5.422,8.69,4.437,-11.015,34.35,13,11,0,27.284,78.956,0.21,32.066,23k,16k,180k,9k,0.994,1876
13191,Prod,LH2,9.867,5.422,10.69,4.437,-11.015,39.589,12,11,0,120.813,217.748,2.194,11.991,24k,21k,444k,3k,0.985,5484
13193,Prod,LH2,9.867,5.422,10.69,4.437,-11.015,32.4,12,11,0,127.314,229.481,2.332,44.22,88k,79k,1657k,14k,0.986,20054
13194,Prod,LH2,9.867,5.422,10.69,4.437,-11.015,15.665,12,11,0,131.762,237.265,2.452,15.818,31k,28k,609k,10k,0.986,7052
13195,Prod,LH2,9.867,5.422,10.69,4.437,-11.015,38.578,12,11,0,128.54,230.998,2.355,62.76,125k,112k,2346k,16k,0.986,28818
13196,Prod,LH2,9.867,5.422,10.69,4.437,-11.015,58.929,12,11,0,133.382,239.573,2.471,72.789,145k,130k,2752k,12k,0.986,32774
13197,Prod,LH2,9.867,5.422,10.69,4.437,-11.015,56.015,12,11,0,130.487,233.843,2.402,66.439,133k,119k,2504k,12k,0.986,30194
13198,Prod,LH2,9.867,5.422,10.69,4.437,-11.015,27.067,12,11,0,129.186,231.155,2.374,22.288,45k,40k,844k,8k,0.986,10415
13199,Prod,LH2,9.867,5.422,10.69,4.437,-11.015,48.795,12,11,0,117.257,208.452,2.023,51.218,103k,92k,1823k,10k,0.986,24175
13200,Prod,Dummy10cm,9.867,5.422,10.69,4.437,-11.015,19.472,12,11,0,26.594,33.383,0.116,16.037,11k,7k,55k,8k,0.996,652
13202,Prod,LH2,9.867,6.538,7.29,3.271,-19.88,27.158,13,7,0,7.069,474.597,0.276,14.749,31k,33k,80k,5k,0.968,505
13204,Prod,LH2,9.867,6.538,7.295,3.271,-19.885,50.602,13,7,0,7.962,538.943,0.322,193.949,402k,431k,1062k,37k,0.967,6611
13205,Prod,LH2,9.867,6.538,7.295,3.271,-19.885,42.291,13,7,0,7.926,537.437,0.321,146.152,303k,326k,806k,33k,0.966,4771
13206,Prod,LH2,9.867,6.538,7.295,3.271,-19.885,44.467,13,7,0,7.641,517.673,0.307,121.541,251k,270k,660k,27k,0.967,4212
13207,Prod,LH2,9.867,6.538,7.295,3.271,-19.885,48.176,13,7,0,8.03,546.03,0.327,178.286,368k,397k,980k,36k,0.967,6148
13208,Prod,LH2,9.867,6.538,7.295,3.271,-19.885,40.88,13,7,0,7.865,535.16,0.318,149.726,308k,333k,822k,36k,0.967,5204
13209,Prod,LH2,9.867,6.538,7.295,3.271,-19.885,49.146,13,7,0,8.143,555.928,0.333,50.735,104k,113k,280k,10k,0.967,1705
13210,Prod,Dummy10cm,9.867,6.538,7.295,3.271,-19.885,36.302,10,5,0,1.884,69.323,0.021,51.97,152k,185k,30k,14k,0.991,136 dummy
13212,Prod,LH2,9.867,6.538,9.29,3.271,-19.885,31.266,12,8,0,8.356,204.225,0.151,61.84,64k,98k,158k,20k,0.983,2528
13213,Prod,LH2,9.867,6.538,9.29,3.271,-19.885,37,12,8,0,8.236,201.192,0.149,131.274,136k,208k,330k,36k,0.983,5514
13214,Prod,LH2,9.867,6.538,9.29,3.271,-19.885,48.848,12,8,0,8.677,213.011,0.158,175.989,181k,280k,435k,36k,0.983,7460
13215,Prod,LH2,9.867,6.538,9.29,3.271,-19.885,38.368,12,8,0,8.258,202.055,0.148,138.627,143k,220k,345k,36k,0.982,5898
13216,Prod,LH2,9.867,6.538,9.29,3.271,-19.885,49.376,12,8,0,8.446,207.137,0.153,177.709,183k,282k,434k,36k,0.983,7450
13217,Prod,LH2,9.867,6.538,9.29,3.271,-19.885,66.762,12,8,0,8.791,216.286,0.16,60.134,62k,96k,145k,9k,0.982,2563
13218,Prod,Dummy10cm,9.867,6.538,9.29,3.271,-19.885,27.543,9,5,0,1.869,27.099,0.017,30.898,90k,86k,17k,11k,0.994,88 dummy
13219,Prod,Dummy10cm,9.867,6.538,9.29,3.271,-19.885,32.31,9,5,0,1.816,26.262,0.016,12.775,37k,36k,6k,4k,0.993,38 dummy
13222,Prod,LH2,9.867,6.538,11.29,3.271,-19.885,42.521,11,8,0,8.429,75.374,0.073,66.792,69k,77k,82k,16k,0.989,1959
13223,Prod,LH2,9.867,6.538,11.29,3.271,-19.885,45.013,11,8,0,8.195,73.142,0.07,173.932,179k,201k,208k,39k,0.989,4863
13224,Prod,LH2,9.867,6.538,11.29,3.271,-19.885,38.671,11,8,0,8.253,73.667,0.071,137.564,142k,159k,170k,36k,0.989,3873
13225,Prod,LH2,9.867,6.538,11.29,3.271,-19.885,53.295,11,8,0,8.433,75.331,0.072,188.238,194k,218k,220k,35k,0.99,5224
13226,Prod,LH2,9.867,6.538,11.29,3.271,-19.885,45.428,11,8,0,8.322,74.276,0.071,191.553,197k,221k,228k,42k,0.989,5345
13227,Prod,Dummy10cm,9.867,6.538,11.29,3.271,-19.885,28.967,11,8,0,1.847,11.004,0.014,49.989,19k,14k,23k,17k,0.996,112
13228,Prod,LH2,9.867,6.538,11.29,3.271,-19.885,36.818,11,8,0,7.852,69.772,0.067,129.86,134k,150k,160k,35k,0.989,3628
13229,Prod,LH2,9.867,6.538,11.29,3.271,-19.885,49.615,11,8,0,8.387,74.966,0.072,125.734,129k,145k,148k,25k,0.989,3418 pions
13231,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,43.953,13,6,0,3.075,415.503,0.106,180.704,269k,292k,319k,41k,0.971,2653
13232,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,23.251,13,6,0,2.581,343.998,0.086,112.703,169k,180k,212k,49k,0.972,13232
13233,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,30.176,13,6,0,2.803,376.599,0.095,127.181,190k,204k,231k,42k,0.972,1995
13234,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,23.061,13,6,0,2.634,349.168,0.084,60.373,90k,96k,110k,27k,0.973,936
13235,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,45.932,13,6,0,2.726,359.536,0.084,168.851,252k,267k,261k,36k,0.975,2508
13237,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,28.893,13,6,0,2.478,324.304,0.075,104.505,157k,164k,171k,36k,0.976,1669
13238,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,40.708,13,6,0,2.664,351.08,0.081,147.302,219k,232k,230k,36k,0.976,2219
13239,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,40.353,13,6,0,2.699,355.68,0.082,146.624,218k,231k,230k,36k,0.976,2252
13240,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,37.76,13,6,0,2.601,341.579,0.079,145.693,217k,229k,228k,38k,0.974,2268
13241,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,43.091,13,6,0,2.729,359.881,0.084,174.047,259k,275k,271k,40k,0.975,2619
13242,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,46.02,13,6,0,2.746,362.718,0.085,168.677,251k,266k,261k,36k,0.975,2546
13243,Prod,Dummy10cm,9.867,6.719,7.725,3.043,-23.535,30.761,11,4,0,0.729,49.578,0.013,132.026,284k,169k,55k,43k,0.993,162
13244,Prod,Dummy10cm,9.867,6.719,7.725,3.043,-23.535,32.904,11,4,0,0.721,49.126,0.013,132.629,284k,170k,53k,40k,0.994,154
13246,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,34.933,13,6,0,2.612,344.561,0.081,124.693,185k,196k,202k,36k,0.973,1817
13247,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,41.193,13,6,0,2.874,384.189,0.093,155.362,230k,247k,257k,37k,0.974,2389
13248,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,51.827,13,6,0,2.879,384.325,0.093,186.52,276k,296k,298k,35k,0.974,2806
13249,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,43.182,13,6,0,2.546,335.948,0.079,126.049,187k,198k,196k,29k,0.975,1907
13250,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,44.808,13,6,0,2.662,352.83,0.084,159.123,236k,251k,251k,35k,0.976,2366
13251,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,38.329,13,6,0,2.58,341.013,0.08,177.318,263k,279k,283k,46k,0.974,2710
13252,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,42.479,13,6,0,2.647,349.712,0.082,161.97,240k,255k,254k,38k,0.974,2553
13253,Prod,LH2,9.867,6.719,7.725,3.043,-23.535,47.607,13,6,0,2.633,348.051,0.082,118.721,176k,187k,183k,25k,0.974,1693
13255,Prod,LH2,9.867,6.719,9.73,3.043,-23.535,50.028,11,6,0,2.845,132.071,0.044,186.456,275k,411k,146k,37k,0.986,3367
13256,Prod,LH2,9.867,6.719,9.73,3.043,-23.535,44.615,11,6,0,2.756,127.63,0.043,184.649,273k,407k,149k,41k,0.986,3242
13257,Prod,LH2,9.867,6.719,9.73,3.043,-23.535,41.522,11,6,0,2.72,125.935,0.042,171.383,254k,377k,141k,41k,0.986,3114
13258,Prod,LH2,9.867,6.719,9.73,3.043,-23.535,34.597,11,6,0,2.678,123.789,0.042,142.387,211k,313k,124k,41k,0.987,2588
13259,Prod,LH2,9.867,6.719,9.73,3.043,-23.535,52.403,11,6,0,2.699,123.737,0.04,197.932,293k,432k,147k,37k,0.987,3600
13260,Prod,LH2,9.867,6.719,9.73,3.043,-23.535,45.203,11,6,0,2.647,121.304,0.04,187.191,277k,409k,144k,41k,0.988,3464
13261,Prod,LH2,9.867,6.719,9.73,3.043,-23.535,41.912,11,6,0,2.746,126.425,0.042,65.101,96k,143k,52k,16k,0.986,1192
13262,Prod,LH2,9.867,6.719,9.73,3.043,-23.535,51.371,11,6,0,2.883,134.071,0.045,194.809,287k,430k,152k,38k,0.985,3567
13263,Prod,LH2,9.867,6.719,9.73,3.043,-23.535,57.047,11,6,0,2.916,135.92,0.046,203.685,300k,450k,157k,35k,0.986,3674
13264,Prod,LH2,9.867,6.719,9.73,3.043,-23.535,56.573,11,6,0,2.914,135.768,0.045,228.365,336k,504k,175k,40k,0.984,4127
13265,Prod,LH2,9.867,6.719,9.73,3.043,-23.535,44.407,11,6,0,2.795,129.727,0.044,88.097,130k,194k,72k,20k,0.987,1648
13266,Prod,Dummy10cm,9.867,6.719,9.73,3.043,-23.535,28.502,9,4,0,0.713,19.009,0.012,113.556,244k,227k,46k,40k,0.994,114
13267,Prod,Dummy10cm,9.867,6.719,9.73,3.043,-23.535,27.697,9,4,0,0.701,18.718,0.012,115.785,248k,231k,48k,42k,0.995,150
13268,Prod,LH2,9.867,6.719,9.73,3.043,-23.535,45.675,11,6,0,2.669,122.529,0.04,173.354,256k,379k,134k,38k,0.988,3214
13269,Prod,LH2,9.867,6.719,9.73,3.043,-23.535,19.346,11,6,0,2.569,117.759,0.039,52.135,78k,114k,57k,28k,0.986,913 pions
13270,Prod,LH2,9.867,6.719,9.73,3.043,-23.535,43.518,11,6,0,2.644,121.487,0.04,151.568,224k,331k,119k,35k,0.988,2800
13272,Prod,LH2,9.867,6.719,9.73,3.043,-23.535,46.781,11,6,0,2.634,120.959,0.04,165.953,245k,362k,128k,35k,0.987,2982
13273,Prod,LH2,9.867,6.719,9.73,3.043,-23.535,33.755,11,6,0,2.609,119.641,0.039,122.747,182k,267k,104k,37k,0.988,2268
13276,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,41.384,10,6,0,2.688,45.921,0.025,120.633,178k,195k,63k,29k,0.993,1514
13277,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,55.786,10,6,0,2.718,46.562,0.026,56.731,83k,92k,26k,10k,0.992,706
13278,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,33.302,10,6,0,2.834,49.574,0.027,72.897,107k,120k,43k,22k,0.988,935
13279,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,45.202,10,6,0,2.787,48.292,0.027,160.321,235k,262k,82k,35k,0.99,2159
13280,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,48.486,10,6,0,2.861,49.661,0.027,172.652,253k,282k,85k,36k,0.991,2182
13281,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,42.977,10,6,0,2.917,50.737,0.028,39.1,57k,64k,21k,9k,0.993,532
13283,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,48.411,10,6,0,2.866,49.83,0.027,100.583,147k,165k,50k,21k,0.99,1249
13284,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,37.069,10,6,0,2.707,47.372,0.027,105.868,155k,174k,60k,29k,0.989,1354
13285,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,49.15,10,6,0,2.852,49.501,0.027,184.077,270k,301k,91k,37k,0.991,2332
13286,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,47.207,10,6,0,2.825,49.013,0.027,168.241,246k,275k,84k,36k,0.989,2115
13287,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,45.988,10,6,0,2.773,47.985,0.026,165.916,243k,270k,83k,36k,0.99,2116
13288,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,24.468,10,6,0,2.612,45.002,0.025,93.748,138k,152k,65k,39k,0.988,1140
13289,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,45.035,10,6,0,2.79,48.25,0.026,160.073,234k,261k,81k,36k,0.99,1983
13290,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,33.804,10,6,0,2.814,48.695,0.027,119.365,175k,195k,70k,36k,0.99,1521 pions
13291,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,41.743,10,6,0,2.734,47.043,0.026,155.403,228k,252k,81k,37k,0.987,1953
13292,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,36.789,10,6,0,2.77,47.843,0.026,130.658,192k,213k,73k,36k,0.991,1728 pions
13293,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,31.528,10,6,0,2.77,47.807,0.026,117.546,173k,191k,71k,38k,0.989,1440
13294,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,47.16,10,6,0,2.693,46.346,0.026,175.082,257k,284k,86k,37k,0.99,2188
13295,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,41.485,10,6,0,2.803,48.418,0.026,140.778,206k,229k,74k,34k,0.991,1714
13296,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,50.502,10,6,0,2.797,48.351,0.026,173.027,253k,282k,83k,34k,0.989,2308 pions
13297,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,41.547,10,6,0,2.562,43.724,0.024,139.056,204k,224k,71k,33k,0.991,1744
13298,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,46.516,10,6,0,2.62,44.698,0.025,186.15,274k,300k,91k,40k,0.991,2333
13299,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,40.983,10,6,0,2.64,45.151,0.025,146.737,216k,237k,77k,36k,0.992,1897
13300,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,39.23,10,6,0,2.659,45.53,0.025,138.735,204k,224k,74k,35k,0.99,1851
13301,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,37.414,10,6,0,2.725,46.8,0.026,132.738,195k,215k,73k,36k,0.99,1687
13304,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,54.657,10,6,0,3.129,55.396,0.03,193.971,283k,322k,94k,35k,0.99,2369
13305,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,50.419,10,6,0,3.124,55.285,0.03,178.52,260k,296k,90k,35k,0.989,2260
13306,Prod,LH2,9.867,6.719,11.735,3.043,-23.535,49.808,10,6,0,3.133,55.458,0.03,164.18,239k,272k,83k,33k,0.99,2170
13307,Prod,Dummy10cm,9.867,6.719,11.735,3.043,-23.535,31.321,8,4,0,0.714,8.049,0.011,123.629,263k,206k,44k,40k,0.991,86
13308,Prod,Dummy10cm,9.867,6.719,11.735,3.043,-23.535,35.626,8,4,0,0.724,8.176,0.011,129.191,273k,215k,41k,36k,0.998,121
13309,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,51.965,12,6,0,2.208,143.69,0.033,184.731,192k,201k,102k,35k,0.973,297
13310,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,50.616,12,6,0,2.135,138.332,0.032,181.759,189k,197k,100k,36k,0.977,304
13312,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,44.614,12,6,0,2.142,138.072,0.032,159.453,167k,173k,92k,36k,0.974,280
13313,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,55.785,12,6,0,2.209,143.093,0.033,202.184,211k,220k,109k,36k,0.977,376
13314,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,40.671,12,6,0,2.189,141.569,0.032,96.799,101k,105k,58k,24k,0.972,160
13315,Prod,Dummy10cm,9.867,8.035,8.595,1.725,-34.52,36.45,12,6,0,0.564,15.499,0.011,132.352,60k,27k,39k,36k,0.985,10
13316,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,52.342,12,6,0,2.203,142.747,0.033,185.215,193k,202k,101k,35k,0.975,331
13317,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,50.697,12,0,-1,2.187,141.481,0.032,185.952,6407k,202k,102k,37k,0.973,322
13319,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,46.155,12,6,0,2.167,140.017,0.032,151.535,158k,165k,86k,33k,0.973,273
13320,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,44.241,12,6,0,2.189,141.702,0.032,148.35,155k,161k,86k,33k,0.976,240
13321,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,43.729,12,6,0,2.214,143.825,0.033,178.203,186k,194k,105k,41k,0.971,332
13323,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,16.741,12,6,0,1.358,79.706,0.02,63.504,68k,63k,55k,39k,0.98,123
13324,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,37.022,12,6,0,1.891,118.24,0.027,103.002,108k,108k,60k,28k,0.98,200
13325,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,56.934,12,6,0,2.229,147.13,0.034,230.344,239k,253k,124k,40k,0.971,387
13326,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,54.572,12,6,0,2.223,146.679,0.033,202.758,210k,223k,110k,37k,0.973,356
13327,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,50.623,12,6,0,2.192,144.226,0.033,206.866,214k,227k,115k,41k,0.973,361
13328,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,46.928,12,6,0,2.156,141.409,0.032,157,163k,172k,89k,33k,0.975,282
13329,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,54.102,12,6,0,2.157,141.612,0.032,196.752,204k,215k,106k,36k,0.975,332
13330,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,44.016,12,6,0,2.159,141.662,0.032,171.982,178k,188k,100k,39k,0.975,294
13331,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,58.134,12,6,0,2.216,146.252,0.033,254.284,263k,280k,135k,43k,0.977,463
13332,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,45.624,12,6,0,2.152,141.237,0.032,151.533,157k,165k,87k,33k,0.972,282
13333,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,47.955,12,6,0,2.148,140.845,0.032,166.78,173k,182k,93k,35k,0.971,302
13334,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,48.335,12,6,0,2.182,143.202,0.033,165.999,172k,182k,94k,34k,0.975,305
13335,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,47.981,12,6,0,2.195,144.416,0.033,171.134,178k,188k,97k,36k,0.974,302
13337,Prod,LH2,9.867,8.035,8.595,1.725,-34.52,42.886,12,6,0,2.192,144.192,0.033,149.058,155k,164k,88k,35k,0.973,247
