(current_cut)_Total_HMS_EL-REAL_Triggers,(current_cut)_Total_SHMS_EL-REAL_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM1_Beam_Cut_Charge,BCM1_Beam_Cut_Current,BCM1_Charge,BCM1_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,EDTM_Accepted_Triggers,HMS_Angle,HMS_CPULT,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff,HMS_Cer_SING_Elec_Eff_ERROR,HMS_EL-REAL_Trigger_Rate,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF,HMS_Elec_SING_TRACK_EFF_ERROR,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,Pre-Scaled_HMS_EL-REAL_Triggers,Pre-Scaled_SHMS_EL-REAL_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_Aero_ALL_Elec_Eff,SHMS_Aero_ALL_Elec_Eff_ERROR,SHMS_Aero_SING_Elec_Eff,SHMS_Aero_SING_Elec_Eff_ERROR,SHMS_Angle,SHMS_CPULT,SHMS_CPULT_ERROR,SHMS_Cal_ALL_Elec_Eff,SHMS_Cal_ALL_Elec_Eff_ERROR,SHMS_Cal_SING_Elec_Eff,SHMS_Cal_SING_Elec_Eff_ERROR,SHMS_EL-REAL_Trigger_Rate,SHMS_Elec_ALL_TRACK_EFF,SHMS_Elec_ALL_TRACK_EFF_ERROR,SHMS_Elec_SING_TRACK_EFF,SHMS_Elec_SING_TRACK_EFF_ERROR,SHMS_HGC_ALL_Elec_Eff,SHMS_HGC_ALL_Elec_Eff_ERROR,SHMS_HGC_SING_Elec_Eff,SHMS_HGC_SING_Elec_Eff_ERROR,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Run_Length,Target_Mass_(amu),Total_HMS_EL-REAL_Triggers,Total_SHMS_EL-REAL_Triggers
192253.0,483751485.0,192315.0,1939982.0,143.055,50.557,143.055,50.557,2829.585,2829.585,9.172705,28205.0,23.53,1.0003,0.0,1e+38,1e+38,1e+38,1e+38,0.9977,0.0002,0.9977,0.0002,0.068,0.9976,0.0076,0.9976,0.0076,0.996806,0.748961,0.998924,0.997878,0.99002,0.758935,0.999998,0.997594,66.913,189335002.0,5.202000000000001,0.0005110000000000001,2829.585,1.0002,1.0002,0.0,0.0,192253.0,1882301.0,1.0,257.0,1.0,1.0,1.0,1.0,12092.0,0.9984,0.0016,0.9984,0.0,10.26,0.004,0.0,0.9913,0.0001,0.9917,0.0001,170.96200000000005,0.989,0.0016,0.9891,0.0016,0.9597,0.0016,0.9597,0.0002,0.988461,0.823016,0.969437,0.966749,0.964163,0.910803,0.998984,0.996803,888.847,2515068892.0,6.7189999999999985,0.0005110000000000001,2829.585,1.007276,192253.0,483751485.0
9855.0,17966228.0,9852.0,280409.0,14.677999999999999,38.43,14.677999999999999,38.43,381.94199999999995,381.94199999999995,9.172705,3807.0,23.53,0.9997,0.0,1e+38,1e+38,1e+38,1e+38,0.9975,0.0011,0.9975,0.0011,0.026000000000000002,0.9974,0.0362,0.9974,0.0362,0.9977280000000001,0.756166,0.999495,0.99903,0.991899,0.763468,1.0,0.998084,20.137,7691026.0,5.202000000000001,0.0005110000000000001,381.94199999999995,1.0,1.0,0.0,0.0,9855.0,276404.0,1.0,65.0,1.0,1.0,1.0,1.0,12093.0,0.9986,0.004,0.9986,0.0001,10.26,0.0156,0.0,0.9941,0.0002,0.9941,0.0002,47.038999999999994,0.9933,0.004,0.9933,0.004,0.9733,0.004,0.9733,0.0004,0.997656,0.91753,0.989928,0.986283,0.9805940000000001,0.958355,0.999862,0.999192,247.50099999999998,94530748.0,6.718999999999999,0.0005110000000000001,381.94199999999995,1.007276,9855.0,17966228.0
105645.0,108988706.0,105712.0,1703134.0,76.10600000000002,41.309,76.10600000000002,41.309,1842.335,1842.335,9.172705,18364.0,23.53,1.0006,0.0,1e+38,1e+38,1e+38,1e+38,0.9979,0.0003,0.9979,0.0003,0.057,0.9968,0.0104,0.9968,0.0104,0.997066,0.751729,0.999033,0.997281,0.991483,0.760989,0.999997,0.997964,54.75100000000001,100869143.0,5.202000000000001,0.0005110000000000001,1842.335,1.0003,1.0003,0.0,0.0,105645.0,1676749.0,1.0,65.0,1.0,1.0,1.0,1.0,12094.0,0.9985,0.0018,0.9985,0.0,11.73,0.0156,0.0,0.9915,0.0001,0.9916,0.0001,59.158,0.9924,0.0018,0.9924,0.0018,0.9641,0.0018,0.9641,0.0002,0.991832,0.851339,0.974936,0.97171,0.967389,0.928942,0.999291,0.997683,498.742,918849473.0,6.7189999999999985,0.0005110000000000001,1842.335,1.007276,105645.0,108988706.0
11751.0,5405553.0,11753.0,90462.0,10.745999999999999,14.634,10.745999999999999,14.634,734.3639999999997,734.3639999999997,9.172705,7318.0,23.53,1.0002,0.0001,1e+38,1e+38,1e+38,1e+38,0.9993,0.0007,0.9993,0.0007,0.016,0.9982,0.0421,0.9982,0.0421,0.997094,0.753724,1.0,1.0,0.987734,0.763083,1.0,0.997094,8.01,5882149.0,5.202000000000001,0.0005110000000000001,734.3639999999997,1.0,1.0,0.0,0.0,11751.0,83162.0,1.0,65.0,1.0,1.0,1.0,1.0,12095.0,0.9986,0.008,0.9986,0.0002,11.73,0.0167,0.0001,0.9926,0.0005,0.9926,0.0005,7.3610000000000015,0.9955,0.0078,0.9955,0.0078,0.9758,0.008,0.9758,0.0009,0.9980680000000001,0.925027,0.992175,0.987867,0.9799540000000001,0.9630790000000001,0.9999049999999999,0.99926,66.548,48870586.0,6.718999999999999,0.0005110000000000001,734.3639999999997,1.007276,11751.0,5405553.0
13000.0,6208448.0,13012.0,696683.0,12.33,15.817,12.33,15.817,779.5319999999997,779.5319999999997,9.172705,7771.0,23.53,1.0009,0.0001,1e+38,1e+38,1e+38,1e+38,0.9988,0.0008,0.9988,0.0008,0.017,0.997,0.0387,0.997,0.0388,0.997619,0.7398359999999999,0.99941,0.998199,0.993019,0.746821,0.999999,0.998233,8.464,6597595.0,5.202000000000001,0.0005110000000000001,779.5319999999997,1.0004,1.0004,0.0,0.0,13000.0,689828.0,1.0,9.0,1.0,1.0,1.0,1.0,12097.0,0.9987,0.0028,0.9987,0.0001,11.73,0.1122,0.0001,0.993,0.0002,0.993,0.0002,7.963999999999999,0.9952,0.0027,0.9952,0.0027,0.9758,0.0028,0.9758,0.0003,0.998013,0.923402,0.992183,0.987974,0.980366,0.960872,0.999906,0.999232,71.845,56005248.0,6.7189999999999985,0.0005110000000000001,779.5319999999997,1.007276,13000.0,6208448.0
74022.0,36053857.0,73955.0,1103891.0,55.81,53.026,55.81,53.026,1052.507,1052.507,9.172705,10481.0,23.53,0.9991,0.0,1e+38,1e+38,1e+38,1e+38,0.9977,0.0003,0.9977,0.0003,0.07,0.998,0.0122,0.998,0.0122,0.996916,0.741111,0.998726,0.9975069999999999,0.9914860000000001,0.7502989999999999,0.9999969999999999,0.9978739999999999,69.624,73280154.0,5.202000000000001,0.0005110000000000001,1052.507,0.9992,0.9992,0.0003,0.0003,74022.0,1092541.0,1.0,33.0,1.0,1.0,1.0,1.0,12099.0,0.9986,0.0025,0.9986,0.0001,13.12,0.0306,0.0,0.9891,0.0002,0.9892,0.0002,34.255,0.9953,0.0024,0.9953,0.0024,0.9703,0.0025,0.9703,0.0003,0.994088,0.872503,0.980924,0.9769770000000001,0.9695010000000001,0.9390719999999999,0.999561,0.998142,487.559,513159123.0,6.718999999999999,0.0005110000000000001,1052.507,1.007276,74022.0,36053857.0
10422.0,3094992.0,10418.0,347772.0,14.204,30.729,14.204,30.729,462.252,462.252,9.172705,4605.0,23.53,0.9996,0.0002,1e+38,1e+38,1e+38,1e+38,0.9969,0.0013,0.9969,0.0013,0.023,0.9986,0.0368,0.9986,0.0369,0.997412,0.7571399999999999,0.999477,0.998396,0.991132,0.7655430000000001,0.999999,0.997921,16.006,7398886.0,5.202000000000001,0.0005110000000000001,462.252,0.9996,0.9996,0.0003,0.0003,10422.0,343888.0,1.0,9.0,1.0,1.0,1.0,1.0,12100.0,0.9988,0.0045,0.9988,0.0001,13.12,0.1124,0.0002,0.9897,0.0003,0.9897,0.0003,6.695,0.9969,0.0042,0.9969,0.0042,0.9782,0.0045,0.9782,0.0005,0.99771,0.917204,0.992296,0.988125,0.97764,0.956828,0.999909,0.999035,106.722,49332423.0,6.7189999999999985,0.0005110000000000001,462.252,1.007276,10422.0,3094992.0
8439.0,6036217.0,8433.0,672508.0,12.099,34.607,12.099,34.607,349.601,349.601,9.172705,3483.0,23.53,0.9993,0.0001,1e+38,1e+38,1e+38,1e+38,0.9982,0.001,0.9982,0.001,0.024,0.9976,0.0398,0.9976,0.0398,0.9970100000000001,0.736729,0.999389,0.9987540000000001,0.9901479999999999,0.7454430000000001,0.999999,0.997492,18.214000000000002,6367717.0,5.202000000000001,0.0005110000000000001,349.601,0.9997,0.9997,0.0003,0.0003,8439.0,670691.0,1.0,9.0,1.0,1.0,1.0,1.0,12101.0,0.9985,0.0028,0.9985,0.0001,11.735,0.1114,0.0001,0.9933,0.0002,0.9933,0.0002,17.266,0.9954,0.0027,0.9954,0.0027,0.9756,0.0028,0.9755,0.0003,0.998041,0.9238879999999999,0.9926299999999999,0.988224,0.979718,0.9613360000000001,0.9999129999999999,0.999216,156.11,54576004.0,6.718999999999999,0.0005110000000000001,349.601,1.007276,8439.0,6036217.0
106028.0,11572960.0,105967.0,1298629.0,79.444,51.721,79.444,51.721,1536.015,1536.015,9.172705,15299.0,23.53,0.9994,0.0001,1e+38,1e+38,1e+38,1e+38,0.9976,0.0003,0.9976,0.0003,0.069,0.997,0.0102,0.997,0.0102,0.997032,0.758889,0.998582,0.997911,0.990758,0.7686609999999999,0.999997,0.997862,68.184,104731719.0,5.202000000000001,0.0005110000000000001,1536.015,0.9995,0.9995,0.0002,0.0002,106028.0,1285884.0,1.0,9.0,1.0,1.0,1.0,1.0,12102.0,0.9986,0.0034,0.9986,0.0001,15.725,0.1122,0.0001,0.9616,0.0005,0.9616,0.0005,7.534,0.9978,0.003,0.9978,0.003,0.9834,0.0034,0.9834,0.0003,0.992705,0.855628,0.985072,0.978992,0.957761,0.926363,0.999686,0.99689,324.25,498052489.0,6.7189999999999985,0.0005110000000000001,1536.015,1.007276,106028.0,11572960.0
7820.0,532539.0,7756.0,526378.0,11.638,36.713,11.638,36.713,317.003,317.003,9.172705,3129.0,23.53,0.9918,0.0001,1e+38,1e+38,1e+38,1e+38,0.9974,0.0013,0.9974,0.0013,0.025,0.9983,0.0416,0.9983,0.0416,0.9979899999999999,0.74515,0.9978959999999999,0.998719,0.995343,0.7511770000000001,0.9999969999999999,0.998841,19.055,6040375.0,5.202000000000001,0.0005110000000000001,317.003,0.9905,0.9905,0.0017,0.0017,7820.0,532539.0,1.0,1.0,1.0,1.0,1.0,1.0,12103.0,0.9988,0.0054,0.9988,0.0001,15.725,0.9884,0.0001,0.9626,0.0007,0.9626,0.0007,1.68,0.9983,0.0047,0.9983,0.0047,0.9852,0.0054,0.9852,0.0005,0.995337,0.878819,0.993079,0.9870389999999999,0.9619559999999999,0.9320209999999999,0.9999100000000001,0.9974139999999999,88.87,28172183.0,6.718999999999999,0.0005110000000000001,317.003,1.007276,7820.0,532539.0
83439.0,5812501.0,83488.0,1171657.0,56.28100000000001,55.86600000000001,56.28100000000001,55.86600000000001,1007.434,1116.976,9.172705,11142.0,23.53,1.0006,0.0002,1e+38,1e+38,1e+38,1e+38,0.9973,0.0004,0.9973,0.0004,0.075,0.9977,0.0115,0.9977,0.0115,0.996946,0.7557699999999999,0.99864,0.997408,0.991007,0.765652,0.999996,0.997893,73.7,74247895.0,5.202000000000001,0.0005110000000000001,1007.434,1.0009,1.0009,0.0,0.0,83439.0,1162500.0,1.0,5.0,1.0,1.0,1.0,1.0,12106.0,0.9987,0.0044,0.9987,0.0001,16.55,0.2016,0.0002,0.9299,0.0008,0.9299,0.0008,5.204,0.9981,0.0037,0.9981,0.0037,0.984,0.0045,0.984,0.0004,0.990795,0.835886,0.986166,0.979258,0.948538,0.912526,0.999713,0.995498,323.9890000000001,361887757.0,6.7189999999999985,0.0005110000000000001,1116.976,1.007276,83439.0,5812501.0
9456.0,397321.0,9449.0,396613.0,14.110999999999999,38.106,14.110999999999999,38.106,370.32300000000004,370.32300000000004,9.172705,3686.0,23.53,0.9993,0.0001,1e+38,1e+38,1e+38,1e+38,0.9990000000000001,0.0007,0.9990000000000001,0.0007,0.026000000000000002,0.9966,0.0368,0.9966,0.0368,0.997027,0.73805,0.99841,0.997345,0.992577,0.746736,0.9999959999999999,0.9981200000000001,19.738,7309453.0,5.202000000000001,0.0005110000000000001,370.32300000000004,0.9986,0.9986,0.0006,0.0006,9456.0,397321.0,1.0,1.0,1.0,1.0,1.0,1.0,12108.0,0.9987,0.0074,0.9987,0.0002,16.55,0.9982,0.0001,0.9378,0.0012,0.9378,0.0012,1.073,0.9986,0.0062,0.9986,0.0062,0.9885,0.0074,0.9885,0.0006,0.9932850000000001,0.85483,0.992231,0.9856010000000001,0.951998,0.918185,0.9998879999999999,0.996073,84.037,31120870.0,6.718999999999999,0.0005110000000000001,370.32300000000004,1.007276,9456.0,397321.0
10791.0,206428.0,10792.0,206396.0,14.648,38.337,14.648,38.337,382.083,382.083,9.172705,3809.0,25.02,1.0001,0.0,1e+38,1e+38,1e+38,1e+38,0.9943,0.0015,0.9943,0.0015,0.028,0.9971,0.0312,0.9971,0.0312,0.997127,0.751089,0.999165,0.999593,0.989294,0.760161,1.0,0.997432,17.86,6823881.0,4.707,0.0005110000000000001,382.083,1.0003,1.0003,0.0,0.0,10791.0,206428.0,1.0,1.0,1.0,1.0,1.0,1.0,12109.0,0.9988,0.0145,0.9988,0.0004,17.79,0.9998,0.0,0.8408,0.0035,0.8408,0.0035,0.54,0.9991,0.0115,0.9991,0.0115,0.9907,0.0146,0.9907,0.001,0.987989,0.8044020000000001,0.992928,0.984975,0.927691,0.886598,0.999894,0.9918,74.289,28384610.0,6.7189999999999985,0.0005110000000000001,382.083,1.007276,10791.0,206428.0
