Run,Type,Target,EBeam,P_SHMS,Theta_SHMS,P_HMS,Theta_HMS,Current,PS1,PS4,PS5,HMS_Rate_(kHz),SHMS_Rate_(kHz),Coin_Rate_(kHz),Charge_(mC),Raw_HMS,Raw_SHMS,Raw_Coin,EDTM,SHMS_Hadron_Tracking,Comments
14235,Prod,LH2,7.937,6.538,5.495,1.332,-35.12,34.901,14,6,0,2.524,533.364,0.103,126.78,239k,203k,327k,36k,0.956,389
14236,Prod,LH2,7.937,6.538,5.495,1.332,-35.12,35.068,14,6,0,2.477,520.383,0.1,123.988,234k,198k,316k,35k,0.96,388
14237,Prod,LH2,7.937,6.538,5.495,1.332,-35.12,24.481,14,6,0,2.557,540.618,0.105,88.646,168k,143k,242k,36k,0.958,298
14239,Prod,LH2,7.937,6.538,5.495,1.332,-35.12,23.048,14,6,0,2.299,477.129,0.092,14.316,27k,23k,38k,6k,0.957,45 10 min run
14240,Prod,LH2,7.937,6.538,5.495,1.332,-35.12,24.154,14,6,0,2.423,507.732,0.099,8.581,16k,14k,23k,4k,0.964,31 8 min. run
14241,Prod,LH2,7.937,6.538,5.495,1.332,-35.12,32.884,14,6,0,2.341,487.161,0.093,104.571,198k,166k,264k,31k,0.96,332
14242,Prod,LH2,7.937,6.538,5.495,1.332,-35.12,38.872,14,6,0,2.59,550.328,0.107,136.302,258k,220k,355k,34k,0.958,435
14243,Prod,LH2,7.937,6.538,5.495,1.332,-35.12,37.566,14,6,0,2.579,546.547,0.107,136.929,259k,221k,359k,36k,0.957,449
14244,Prod,LH2,7.937,6.538,5.495,1.332,-35.12,38.549,14,6,0,2.606,552.653,0.109,139.604,265k,226k,368k,35k,0.958,471
14245,Prod,LH2,7.937,6.538,5.495,1.332,-35.12,26.804,14,6,0,2.624,556.585,0.11,53.18,101k,86k,146k,20k,0.959,191
14246,Prod,LH2,7.937,6.538,5.495,1.332,-35.12,31.249,14,6,0,2.588,547.554,0.108,106.945,203k,173k,287k,34k,0.958,352
14248,Prod,Dummy10cm,7.937,6.538,5.495,1.332,-35.12,33.351,11,4,0,0.931,100.887,0.016,112.805,296k,281k,52k,34k,0.984,27
14249,Prod,Dummy10cm,7.937,6.538,5.495,1.332,-35.12,37.539,11,4,0,0.942,102.277,0.017,134.445,352k,335k,58k,36k,0.98,33
14251,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,25.668,14,7,0,5.118,551.974,0.201,92.217,262k,224k,672k,35k,0.962,388
14252,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,14.146,14,7,0,4.919,526.497,0.191,49.007,140k,119k,370k,35k,0.962,215
14253,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,22.709,14,7,0,5.04,539.555,0.195,81.657,233k,198k,591k,35k,0.962,354
14254,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,25.719,14,7,0,4.964,529.07,0.191,92.64,265k,224k,665k,35k,0.962,430
14255,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,24.119,14,0,-1,5.189,535.018,0.351,85.954,16594k,208k,1184k,35k,0.963,28
14256,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,25.842,14,7,0,5.265,541.701,0.353,93.614,278k,226k,1245k,605k,0.964,393
14257,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,11.284,14,7,0,5.174,530.322,0.348,21.439,67k,52k,480k,334k,0.964,71
14258,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,27.493,14,7,0,5.301,544.273,0.353,14.281,42k,35k,183k,86k,0.962,69
14259,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,24.566,14,7,0,5.069,534.973,0.194,86.438,249k,208k,622k,35k,0.963,371
14260,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,25.105,14,7,0,5.079,534.799,0.195,91.409,264k,220k,659k,36k,0.964,390
14261,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,25.103,14,7,0,5.146,541.426,0.198,95.257,275k,230k,692k,37k,0.961,426
14262,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,26.153,14,7,0,5.18,544.679,0.201,94.566,274k,228k,692k,35k,0.961,377
14263,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,26.099,14,7,0,5.217,547.383,0.203,95.709,278k,231k,704k,36k,0.961,411
14264,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,26.572,14,7,0,5.271,553.096,0.206,95.834,279k,232k,711k,35k,0.962,375
14265,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,24.198,14,7,0,5.238,548.294,0.206,97.19,284k,235k,728k,39k,0.962,415
14266,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,26.786,14,7,0,5.332,559.251,0.212,95.58,279k,232k,721k,35k,0.961,414
14267,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,18.921,14,7,0,5.096,530.101,0.2,69.123,203k,167k,527k,36k,0.962,289
14268,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,24.286,14,7,0,5.292,551.99,0.209,85.063,249k,206k,645k,34k,0.96,351
14269,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,23.286,14,7,0,5.267,547.073,0.206,90.602,267k,220k,684k,38k,0.962,430
14270,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,26.074,14,0,-1,5.296,550.158,0.207,36.549,6979k,88k,273k,14k,0.961,153
14271,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,19.038,14,7,0,5.317,551.912,0.207,11.804,35k,29k,90k,6k,0.96,50
14272,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,20.709,14,7,0,4.991,512.601,0.19,72.941,216k,175k,540k,35k,0.962,321
14273,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,25.045,14,0,-1,5.18,534.245,0.199,28.854,5520k,69k,212k,11k,0.961,107
14274,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,23.708,14,0,-1,5.175,532.2,0.197,38.836,7456k,94k,286k,16k,0.961,172
14275,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,17.98,14,7,0,5.149,528.329,0.195,63.418,188k,152k,474k,35k,0.961,254
14276,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,23.842,14,7,0,5.168,529.572,0.195,84.696,250k,204k,618k,35k,0.963,364
14277,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,22.63,14,7,0,5.111,522.344,0.191,80.142,237k,192k,583k,35k,0.963,360
14278,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,24.637,14,7,0,5.131,523.792,0.193,99.348,295k,238k,721k,40k,0.963,410
14279,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,18.675,14,7,0,5.099,520.224,0.19,66.298,197k,159k,488k,35k,0.963,296
14280,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,25.415,14,7,0,5.169,526.352,0.194,90.025,267k,216k,653k,35k,0.963,352
14281,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,21.245,14,7,0,5.149,522.905,0.193,75.735,225k,182k,555k,35k,0.964,330
14282,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,25.617,14,7,0,5.187,527.263,0.195,95.261,284k,229k,695k,36k,0.962,439
14283,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,23.977,14,7,0,5.188,526.763,0.196,86.207,257k,207k,634k,35k,0.963,351
14284,Prod,LD2,7.937,6.538,5.495,1.332,-35.12,19.969,14,7,0,5.028,507.679,0.188,67.286,202k,161k,496k,33k,0.963,300
14286,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,31.207,14,7,0,8.154,558.135,0.326,116.992,347k,189k,913k,37k,0.958,462
14287,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,34.059,14,8,0,8.501,583.388,0.347,109.83,165k,178k,873k,32k,0.958,450
14288,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,27.265,14,8,0,8.463,579.737,0.344,42.276,64k,68k,339k,15k,0.959,157
14289,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,41.025,14,8,0,8.459,579.196,0.344,149.28,224k,242k,1180k,36k,0.958,608
14290,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,40.555,14,8,0,8.563,586.165,0.352,146.859,221k,238k,1174k,35k,0.958,585
14291,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,37.753,14,8,0,8.506,579.87,0.349,135.888,206k,221k,1092k,35k,0.958,547
14292,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,25.873,14,8,0,8.353,567.2,0.34,79.548,121k,129k,647k,31k,0.958,335
14293,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,22.868,14,8,0,6.036,400.261,0.231,80.655,124k,129k,617k,35k,0.96,285
14294,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,36.211,14,8,0,8.466,575.026,0.347,129.295,197k,211k,1047k,35k,0.958,502
14295,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,36.784,14,8,0,8.578,582.628,0.353,129.71,198k,212k,1057k,35k,0.959,529
14296,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,33.818,14,8,0,8.62,583.937,0.356,119.99,183k,196k,983k,35k,0.959,459
14297,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,32.265,14,8,0,8.617,582.513,0.356,113.886,174k,186k,937k,35k,0.96,411
14298,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,11.048,14,8,0,8.037,538.463,0.323,25.745,40k,42k,223k,24k,0.958,96
14299,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,29.266,14,8,0,8.348,561.063,0.335,105.195,162k,171k,847k,36k,0.959,451
14300,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,39.635,14,8,0,8.57,577.136,0.347,148.824,229k,243k,1198k,37k,0.96,619
14301,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,32.787,14,8,0,8.545,573.848,0.345,118.244,182k,193k,959k,36k,0.959,475
14303,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,28.549,13,0,-1,6.716,422.945,0.203,53.334,10636k,163k,325k,18k,0.97,220
14304,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,25.818,13,0,-1,6.618,415.313,0.199,41.492,8289k,127k,252k,16k,0.969,173
14305,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,36.968,14,8,0,8.624,578.635,0.35,132.369,204k,216k,1073k,35k,0.959,521
14306,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,34.552,14,8,0,8.574,573.507,0.346,124.11,192k,202k,1006k,35k,0.96,474
14307,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,37.734,14,8,0,8.678,580.632,0.351,136.677,211k,222k,1107k,35k,0.96,544
14308,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,29.768,14,8,0,8.541,569.243,0.344,108.463,168k,176k,884k,36k,0.96,470
14309,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,43.957,14,8,0,8.77,585.788,0.354,10.033,16k,16k,81k,2k,0.958,35
14310,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,38.406,14,8,0,8.493,570.352,0.341,48.287,74k,78k,385k,12k,0.959,171
14312,Prod,LD2,7.937,6.538,6.385,1.332,-35.12,34.297,14,8,0,8.399,560.081,0.336,123.455,191k,200k,990k,35k,0.959,506
14314,Prod,Dummy10cm,7.937,6.538,6.385,1.332,-35.12,3.144,11,5,0,0.9,49.677,0.014,8.78,15k,12k,37k,36k,1,7
14315,Prod,Dummy10cm,7.937,6.538,6.385,1.332,-35.12,30.411,11,5,0,0.952,53.046,0.014,110.786,165k,152k,48k,36k,0.991,60
14316,Prod,Dummy10cm,7.937,6.538,6.385,1.332,-35.12,31.835,11,5,0,0.954,53.238,0.014,59.365,88k,82k,24k,19k,0.991,30
14318,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,45.491,14,7,0,3.894,500.044,0.15,163.32,167k,170k,426k,35k,0.957,492
14319,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,51.958,14,7,0,4.081,530.053,0.161,186.39,190k,196k,491k,35k,0.956,568
14320,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,2.258,14,7,0,3.387,429.45,0.125,5.347,6k,5k,47k,35k,0.962,30
14321,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,53.221,14,7,0,4.021,521.658,0.157,187.125,190k,195k,487k,35k,0.959,608
14322,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,53.373,14,7,0,4.042,524.437,0.158,188.345,191k,197k,490k,35k,0.958,582
14323,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,50.494,14,7,0,3.979,515.163,0.155,180.5,183k,188k,470k,35k,0.959,527
14324,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,59.873,14,7,0,4.111,534.94,0.161,213.277,216k,223k,552k,35k,0.957,650
14325,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,53.54,14,7,0,3.973,513.784,0.154,187.908,191k,196k,484k,34k,0.955,574
14326,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,55.836,14,7,0,4.045,523.657,0.157,195.292,198k,203k,504k,34k,0.956,537
14327,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,55.248,14,7,0,4.035,521.184,0.156,189.334,192k,197k,485k,34k,0.959,589
14328,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,56.898,14,0,-1,4.054,523.36,0.156,110.453,7287k,115k,283k,19k,0.957,345
14330,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,47.043,14,0,-1,3.941,506.06,0.15,84.845,5609k,88k,217k,18k,0.958,199 data after evt 1340000 somewhat corrupted
14334,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,54.168,14,7,0,3.982,511.252,0.152,192.706,196k,199k,488k,35k,0.958,593
14335,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,42.641,14,7,0,3.949,505.859,0.149,151.266,154k,156k,388k,35k,0.957,457
14336,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,52.26,14,7,0,3.93,502.662,0.148,185.053,188k,191k,465k,35k,0.959,547
14337,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,43.36,14,7,0,4.047,520.39,0.154,148.991,151k,154k,383k,34k,0.959,457 pions (updated MX2 cut)
14338,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,4.108,14,7,0,3.136,390.501,0.113,5.294,6k,5k,27k,16k,0.971,13
14339,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,51.162,14,7,0,4.098,531.995,0.162,190.465,193k,199k,504k,37k,0.957,599
14340,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,54.895,14,7,0,4.195,547.597,0.169,186.956,190k,196k,500k,33k,0.954,583
14341,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,53.014,14,7,0,4.015,520.369,0.159,193.829,197k,202k,512k,36k,0.955,627
14342,Prod,LH2,7.937,6.538,6.385,1.332,-35.12,58.247,14,7,0,4.215,552.887,0.172,207.925,211k,219k,562k,35k,0.955,638
14344,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,52.45,12,7,0,4.35,186.925,0.069,195.116,198k,269k,211k,37k,0.979,487
14345,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,0.777,12,7,0,0,0,0,0,0k,0k,19k,19k,0,0
14346,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,39.56,12,7,0,4.4,188.59,0.069,135.527,137k,187k,154k,34k,0.978,301
14347,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,61.706,12,0,-1,4.447,190.904,0.07,217.067,14276k,299k,227k,35k,0.978,499
14348,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,51.086,12,7,0,4.318,184.978,0.068,200.946,203k,276k,216k,39k,0.979,485
14349,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,60.472,12,7,0,4.455,191.245,0.07,219.365,222k,302k,230k,36k,0.979,552
14350,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,46.061,12,7,0,4.349,185.799,0.068,179.826,182k,246k,195k,39k,0.977,438
14351,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,53.31,12,7,0,4.365,186.246,0.067,199.46,202k,273k,209k,37k,0.979,464
14352,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,57.771,12,7,0,4.394,187.326,0.068,202.417,205k,277k,209k,35k,0.979,465
14353,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,52.049,12,7,0,4.272,181.105,0.065,184.068,186k,251k,192k,35k,0.979,424
14354,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,57.29,12,7,0,4.292,180.969,0.065,161.778,164k,219k,164k,28k,0.979,362
14355,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,53.117,12,7,0,4.176,176.271,0.062,222.854,226k,302k,226k,42k,0.98,546
14356,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,57.498,12,7,0,4.225,178.497,0.063,186.84,189k,253k,187k,32k,0.979,423
14357,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,63.386,12,7,0,4.287,181.513,0.064,226.502,229k,307k,224k,35k,0.98,532
14358,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,54.271,12,7,0,4.177,176.243,0.062,192.71,195k,261k,194k,35k,0.98,493
14359,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,53.871,12,7,0,4.152,175.105,0.062,195.976,198k,265k,198k,36k,0.98,475
14360,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,60.398,12,7,0,4.276,181.302,0.064,207.163,209k,281k,206k,34k,0.98,508
14361,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,58.005,12,7,0,4.251,180.372,0.064,185.118,187k,251k,185k,32k,0.978,489
14362,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,58.11,12,7,0,4.282,182.183,0.065,211.233,213k,287k,214k,36k,0.981,540
14363,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,59.63,12,7,0,4.359,186.79,0.067,218.316,220k,298k,222k,36k,0.979,554
14364,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,51.465,12,7,0,4.281,184.515,0.067,185.807,186k,254k,196k,36k,0.978,420
14365,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,56.85,12,7,0,4.324,186.191,0.067,213.112,214k,292k,222k,37k,0.981,522
14366,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,31.401,9,5,0,0.972,19.698,0.012,116.739,173k,231k,42k,37k,0.994,17
14367,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,34.221,9,5,0,0.989,20.045,0.012,63.671,94k,126k,21k,19k,0.998,14
14369,Prod,LH2,7.937,6.538,8.39,1.332,-35.12,55.936,13,0,-1,13.059,346.704,0.323,186.426,35751k,232k,889k,32k,0.968,348 pi/n
14370,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,58.595,13,9,0,13.239,350.775,0.329,199.809,150k,248k,961k,34k,0.968,546 pi/n
14371,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,13.215,13,9,0,12.986,341.863,0.321,42.338,32k,53k,230k,33k,0.969,127
14372,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,60.28,13,9,0,13.121,344.954,0.323,217.059,163k,269k,1035k,35k,0.97,639
14373,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,58.756,13,9,0,13.209,345.895,0.324,211.529,160k,262k,1012k,36k,0.969,599
14374,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,64.963,13,9,0,13.305,347.198,0.326,232.583,176k,288k,1111k,35k,0.97,686
14375,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,60.685,13,9,0,13.29,344.973,0.326,215.529,164k,267k,1037k,35k,0.97,616
14376,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,58.769,13,9,0,13.31,343.823,0.325,208.292,159k,258k,1005k,35k,0.969,624
14377,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,56.828,13,9,0,13.094,336.381,0.318,202.214,155k,250k,976k,35k,0.97,600
14378,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,62.552,13,9,0,13.462,345.677,0.33,222.296,171k,276k,1080k,35k,0.971,673
14379,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,57.581,13,9,0,13.423,343.481,0.329,224.423,173k,278k,1096k,38k,0.97,653
14380,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,64.769,13,9,0,13.567,346.377,0.332,231.352,179k,287k,1130k,35k,0.97,684
14381,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,59.653,13,9,0,13.506,344.717,0.332,223.865,174k,279k,1104k,37k,0.969,662
14382,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,60.341,13,9,0,13.571,344.3,0.332,208.525,162k,259k,1026k,34k,0.969,557
14383,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,56.471,13,9,0,13.616,344.567,0.333,194.052,152k,241k,959k,34k,0.971,560
14384,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,61.985,13,9,0,13.918,352.005,0.343,227.477,178k,282k,1131k,36k,0.97,636
14385,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,55.722,13,9,0,13.623,342.873,0.333,206.354,162k,256k,1026k,37k,0.97,601
14386,Prod,LD2,7.937,6.538,8.39,1.332,-35.12,53.091,13,9,0,13.616,342.391,0.332,85.325,67k,106k,424k,16k,0.97,230
14388,Prod,LH2,7.937,6.719,6.17,1.104,-44.37,56.518,14,6,0,1.795,587.608,0.083,204.9,177k,234k,273k,35k,0.952,187
14389,Prod,LH2,7.937,6.719,6.17,1.104,-44.37,53.591,14,6,0,1.741,568.52,0.079,193.437,167k,220k,256k,35k,0.951,209
14390,Prod,LH2,7.937,6.719,6.17,1.104,-44.37,54.978,14,6,0,1.755,572.522,0.08,181.028,157k,206k,238k,32k,0.95,182
14391,Prod,LH2,7.937,6.719,6.17,1.104,-44.37,56.381,14,6,0,1.768,578.746,0.08,202.932,175k,231k,265k,35k,0.95,215
14392,Prod,LH2,7.937,6.719,6.17,1.104,-44.37,59.445,14,6,0,1.781,582.885,0.08,211.729,183k,241k,274k,35k,0.948,232
14393,Prod,LH2,7.937,6.719,6.17,1.104,-44.37,44.696,14,6,0,1.702,552.431,0.076,156.937,136k,177k,208k,35k,0.95,163
14395,Prod,LH2,7.937,6.719,6.17,1.104,-44.37,55.406,14,6,0,1.74,566.228,0.078,196.6,170k,223k,255k,35k,0.949,204
14396,Prod,LH2,7.937,6.719,6.17,1.104,-44.37,52.154,14,6,0,1.736,565.49,0.078,193.36,167k,219k,253k,36k,0.95,204
14397,Prod,LH2,7.937,6.719,6.17,1.104,-44.37,57.318,14,6,0,1.753,571.94,0.079,235.288,203k,266k,304k,40k,0.951,238
14398,Prod,LH2,7.937,6.719,6.17,1.104,-44.37,56.15,14,6,0,1.732,561.072,0.077,220.303,190k,247k,282k,38k,0.951,232
14416,Prod,LH2,7.937,6.719,6.17,1.104,-44.37,53.077,14,6,0,1.703,565.941,0.077,186.633,159k,212k,241k,34k,0.952,227
14417,Prod,LH2,7.937,6.719,6.17,1.104,-44.37,55.614,14,6,0,1.718,574.039,0.078,198.007,168k,226k,255k,35k,0.952,201
14418,Prod,LH2,7.937,6.719,6.17,1.104,-44.37,52.208,14,6,0,1.707,569.714,0.077,218.027,185k,249k,283k,41k,0.952,206
14419,Prod,LH2,7.937,6.719,6.17,1.104,-44.37,59.335,14,6,0,1.732,580.097,0.079,197.991,168k,226k,254k,33k,0.948,194
14420,Prod,LH2,7.937,6.719,6.17,1.104,-44.37,49.614,14,6,0,1.68,559.113,0.076,162.825,138k,185k,212k,32k,0.947,159
